,user_id,actual,recommendations
159,219,"[ 1128477   857276   880150   883912   883932   906905   916758   988508
  1004390  1010578  1011736  1026118  1034176  1054080  1076056  1082185
  1126890  5569379  6034857  6602440  9653535  9832070   863493   864279
   921504   923670   972665   995151  1024306  1026058  1062117  1127831
  1131321  1135476  1135834  5569471  8090993 12812261   843259   960732
  1100872  9677620 13007846 15972790   831509   850139   863447   933835
   952408   960421  9270796   827578   842125   890610   965842  1023196
  1036661  1056509  1098844   901397   948832   940947   963835   909268]","[1070820, 908318, 933835, 921504, 5569374]"
160,220,[ 866211  942778 1016800 1132789 1015280 1038462 5574108 9487606],"[839419, 1029743, 865456, 6034857, 852856]"
161,221,"[  891752   959316  1043751  1082185  6424460  8119000 12427353 13871141
   937928  1075214  6534077  9333734]","[1043751, 819978, 1018740, 1028995, 5569230]"
162,222,"[ 862799  847066  866211  878996  879699  882247  883186  952568  999779
 1007148 1024306 1026118 1071759 1075786 1082185 1107039 1124520 6464147
 9926758  859075  865174  891632  989824  996955  998119 5567428 6039859
 6602327 8069118]","[866211, 878996, 5585510, 879699, 1029743]"
163,224,[ 845265  850925  987122 1102879 1134414],"[1106523, 5569230, 899624, 896613, 1044078]"
164,225,[823721 829291 849297 902172 927277 987122],"[1029743, 987122, 1004906, 850601, 1020404]"
165,227,[ 954424 1125391 9419198  890695],"[996009, 967144, 1029743, 954424, 1106523]"
166,230,"[  839766   856060   982790  1044078  5564948 13003092   837908  1000050
  1029743  1042438  1089568  6633224]","[8090537, 1029743, 913210, 8090532, 999858]"
167,232,"[  837270   870547   920070   979707   999270  1106523  1119860  1137346
  6534035 13910669]","[1029743, 844179, 1044078, 1132771, 1135258]"
168,233,"[ 859075  942525 1006063 1047525 1082185 1082212 1098844  833940  842140
  888275 1027642 1033046 1093113  951190 1068719 1078652 1108963 1128244
 9297461]","[1098844, 1122568, 1078652, 1131488, 1106523]"
169,235,"[  888275   891531  1003031  1030182  1034028  1070820  1087287  1101858
  9420140 12385916   823862   961979   842140   865456   940766   974265
  1021324  1043301  1110111]","[1127831, 866211, 854852, 8090440, 983584]"
170,236,[ 829852  997272 1076056 6424465],"[906838, 1029743, 1126899, 916122, 5569471]"
171,239,"[ 998444 1044078 1082185 1137688 9832160  865992  866755  893018 1021116
 1046816 1004906 1072693 1092176 1135476]","[1044078, 844179, 1106523, 999858, 999270]"
172,240,"[  927028  1128240   903526  1049922  1131344   844179   888543   899624
  1013407  1082185 12810393   979707  8249513 12731432  1106523  1121059
  5569230]","[1106523, 1029743, 5569230, 878996, 986912]"
173,242,"[  939681   975180   978343  1029743  1067606  1082185 12810418 13039376
   895295   899565   951561   999104  1008739  1026058   844179   940766
   965766  1044078  1047686  1081177  1109136  1135476  7139529  8069350
 13190524   954966   960613  7155863]","[1029743, 933835, 1081177, 921504, 845307]"
174,243,"[  880530   872762  1117514  1134473   948953  1075007   855202   954673
   990297  1126899  1135044  1137688  8020205 12696089 13213271   876948
   901666   953713  1022097  1062340   972445  5566697   909714  6034857]","[6034857, 878996, 1135044, 1126899, 930118]"
175,244,[ 834117  929018 1082185 1119112 5563934],"[834117, 913210, 965267, 896757, 8276172]"
176,246,[ 922127  959638 1051468  822524  825994  826385 1042438 1070820 1132968],"[1070820, 1106523, 1029743, 940947, 5569230]"
177,247,[ 874972  905636  927325 1044188 1070845 1081177 1082185 1098844 1132771],"[986912, 1106523, 1081177, 930118, 8090537]"
178,249,[ 1029743 15926886],"[1029743, 1044078, 916122, 1106523, 899624]"
179,250,"[  847374   910473   865528   892531   903350   923169   940278   940766
   951590   963835   982955   995876  1022097  1110218  1117067  1134882
  8090537 12301109 16729415   870515   876042   885697   965842  1008739
  1074333  1120970  1132968  9884484 12301073 15972298  1099510   844179
   942525   965766   982992  1008032  1048849  1092937  5592094 12132315]","[910473, 885697, 1029743, 1067749, 1056509]"
180,251,"[  849274  1004596  5568378 15717057   823704   843346   854405   927360
   936914   960791   999198  1070820  1121360  5568729 12301109 13945181
   934639   956486  8090521  9521787 13190349   848029   874972  1075368]","[1029743, 874972, 899624, 1040807, 5569230]"
181,253,"[  822161   830304   832678   839162   874563   907993   922561   926233
   946484   951590   965693   984054   992650   995896  1004390  1025611
  1037863  1044078  1050482  1051211  1072523  1075470  1079395  1082185
  1096261  1101173  1127328  1127758  1137505  5574409 13213106   844179
  9527159]","[1025611, 1127758, 846823, 910673, 1106523]"
182,254,[6534552],"[1106523, 1029743, 878996, 862535, 1022254]"
183,256,"[  824180  1082212  1111786   825541   859129   885406   920833   925863
   929730   935393   937573   957736   976214   979707   990797  1002178
  1013167  1046488  1099905  1101173  5568378  7025250  7025326 10344585
 13776705   919535  1075368]","[1111786, 976214, 944836, 883202, 824180]"
184,257,[1113820  993638],"[1106523, 1127758, 999779, 1038663, 1051323]"
185,258,[ 1000050  1048257  6979518 15926844],"[1029743, 824796, 1070820, 5569230, 1126899]"
186,259,[ 819487  940947  881101 1082185],"[8090537, 1062128, 1106523, 940947, 1087605]"
187,260,[  834117   906830   909714  1027642  1045586  1082185 15717057],"[1081177, 1029743, 5568378, 1106523, 878996]"
188,262,[ 1040807 12384775   859075   922561  1043751  1124432],"[971922, 1020581, 933835, 926905, 1124971]"
189,263,"[  831063 13841744 15926844  1109778   841220   843111   856345   878996
   901460   936889   994223   995876   995896  1016276  1022254  1026118
  1044078  1051211  1082185  1099905  5568758  5580577  5995129  9526673
 12810393   866211   927508  1002787  1134006  5574409 12384775  1004906
  1070702]","[844179, 12810393, 940947, 899624, 1004906]"
190,264,[1018740 1132771],"[1127831, 1101706, 6633210, 1080853, 926905]"
191,265,[901067],"[1106523, 8090536, 930118, 878996, 8090513]"
192,266,"[  839419   911388   959179   972191   993592   995965  1003649  1008547
  1013167  1048068  1082185  1104349  1126899  1132814  5569471  5583751
  6513604 13133916   843346   859010   901062   910109   934399   972445
   990797   994223   999198  1013407  1042438  1070820  1071342  1110218
  1111786  1121384  6424471  6424472   919423  1034868  1082627]","[1126899, 5569471, 907099, 916122, 1127831]"
193,267,[901976 929373],"[1106523, 935393, 1029743, 901976, 902172]"
194,268,[1064752],"[1029743, 5569230, 8090521, 1106523, 1051283]"
195,269,"[ 1139782   918345  1031831  1106523   895930   962229   965530  1036409
  7409644   899624   948650  1126895   845208   883932   902172   930385
   988736   999858  1026984  1059473  1101173  9469110 12731544]","[1106523, 938596, 1139782, 965530, 1004906]"
196,270,"[ 833724  844179  951590 1016276 1101010 1103808 1106523 1123146 8020166
  843259  897125  920695  950638  974336  988508 1100972 8181159  870547
  920626  944139  962185 1000050 1054262 1094308]","[8090537, 8090521, 5569230, 1106523, 986912]"
197,271,"[  870826   961756   973181   998119   999198  1004596  1042942  1110244
  1111986  5568378  8090521  8090532  9487606 13512017 15926886   819978
   824193   839656   845622   854405   856252   859154   863885   867931
   874972   883932   896862   897125   907631   921504   932863   939636
   939900   946995   949142   951197   993379   995876  1004906  1012587
  1016709  1022254  1029688  1036699  1042438  1050482  1051283  1051516
  1101173  1103902  1131321  5570408  9487885]","[986912, 8090532, 1137775, 819978, 7462562]"
198,273,"[ 1028705  6979579   859010   873964   969039   985893  1079067  1103147
  7168431  9487498 13115501]","[1106523, 5569230, 6534480, 1004906, 1137346]"
199,275,"[ 828588 1037863 1056509 1067606 8203851 1050851 1081262 1082185  918638
  999270 1033046  871756  825365 1135552]","[1106523, 844179, 863447, 910032, 1050851]"
200,276,[  847803   887503   995896  1038174  1042942  1053924 12731544 12810391],"[899624, 12810391, 854852, 1051323, 5569230]"
201,278,"[ 1004906  8090537  1022254 12811532   835300   945909  1056973  7139529
 15926886   899624   893018   962229   992933  1044078   856060  7466252
  1068292]","[971922, 895680, 899624, 916122, 1106523]"
202,280,[1106523],"[1106523, 1044078, 899624, 916122, 896613]"
203,281,[ 878996  934399 1055504 1082185 1109014 5585510],"[854852, 1070820, 934399, 999104, 930118]"
204,282,[  957736  1138854  6034857 10344718   985999   919535],"[916122, 1029743, 878996, 866211, 5571261]"
205,283,"[  824072   854852   890719   916122   968992   990797   994685  1034838
  1044078  1082185  1112242  7409644   862682   865705   878715   920145
   938381   944137  1003799  6034577  9487606 15926844  5569471   838867
   856252   857981   890610   933835   949965   954994   984680   999270
  1061982  1114811  1135476 13776705]","[866211, 5569471, 990797, 1127831, 1138443]"
206,284,[ 1101173 12301405],"[1029743, 1106523, 5569230, 8090537, 986912]"
207,285,[ 873056 1082185 1047619],"[1000753, 1106523, 944534, 12810393, 1020581]"
208,286,[ 1103513 10198378],"[866211, 5569230, 854852, 1106523, 1081177]"
209,287,"[  865392   947326   961021   862070  1047769  1137507  1082185   859075
   902037  1046201  6602327   843898   846823   889105   895166   939636
   969866  1106523  1131344 12810393 13008334   977798  1020604   878128
  1115175]","[1106523, 5568729, 1004906, 866211, 1029743]"
210,288,"[1081177 1082185  865705  871188  880050  916122  990797 1005456 1008547
 1126899 1130458 8293343 1042915 5567601]","[965267, 878996, 1026118, 866211, 1127179]"
211,289,"[  998444  1125497  1022254  1027208 10282425 12263463  1135044  9655528
   848319   864279   989824 15596834]","[6034857, 878996, 854852, 864279, 909714]"
212,290,[ 873964  950030  962229 1001702 1012587  923673 1082185 7160764],"[1012587, 1013928, 1044078, 907631, 5569230]"
213,291,"[  825365   887984  1044078  5568378 12385373   850139   859426   897954
  1042438  1108131  6534480  8090537   949965   985893  1135476  6704207]","[1106523, 5568378, 1029743, 911311, 839419]"
214,292,[1106523 1119942 5565612 1076056],"[1106523, 986912, 8090521, 8090509, 8090537]"
215,294,"[  871722   985866  1085983  9245108 12484491   823721   842707   866211
   867020   873627   888275   891961   897088   907631   921836   945662
   953180   990762  1003649  6633273   838186   827999  5568197]","[913210, 1106523, 1029743, 834117, 1050851]"
216,297,"[ 1077373  1128016  6704207  8090537 12757316   831063  6632764  9884675
   835819   874972   899624  1027168  1085983  1101173  5568378  8090521
 10285373 12810393 15831255   910109   999198 15574281]","[1044078, 1029743, 844179, 899624, 12810393]"
217,301,"[ 1035584   834117   857503   916122   956902   999270  1015474  1068291
  1082185  1094924  1101104  1103187  1112417  9527323  9677670  9833277
 12301109 12428017 12428436 15924983  1073426  6633273  9245106  9677236
  9837076 12487888]","[1087102, 1127831, 1018740, 1015474, 874972]"
218,302,[1062128 1005274  892531],"[1027168, 892531, 857540, 838186, 1115175]"
219,303,"[  883068   891752   901666   950206   951590   979707   982790  1016276
  1021715  1068719  1082185  5585510   835618   883202   917816  1007414
  1102416  9526673 13003092   819978   895930   823356  1061688  9835606
   844179  1040346  1087618   969836   821890   899624  5569230  9487613]","[5569230, 5569845, 1012587, 1004906, 1043751]"
220,304,"[ 6463826  6464147  5981072   835618   846764   854405   865174   866211
   894401   912301   965292   965766   970605   972931  1021519  1024306
  1029743  1060312  1082185  1086740  1106523  1124323  1135476  1138854
  5592931  6979753  9416729  9527184 12695224 15629927   866540   989824
  7409874 12781777   834117   873627   878636  1013597   835619   871061
   990797  1038462]","[1029743, 866211, 1044078, 899624, 865456]"
221,305,[1031447 9827666  941658  913210 9858847],"[8090532, 1050741, 8090537, 934172, 1133850]"
222,306,"[  825541   866355   882247  5568860  6034857   837304   870515   883400
   907309   908318   944137   995876  1037863   915586  1082185  1105478
   972143  1007549 12757653   829323   898867   975180   990656  1027642
  1103377  5563693  5568197  9859133   854496   869047   949965   965766
  1018740  1042907  1101010  5568378]","[948650, 844179, 999270, 944534, 8065410]"
223,307,[1019637  970202 1065259 1074040  927028],"[986912, 1135468, 1019637, 999250, 993638]"
224,308,"[  821741   892503   911401   923654   963835  1011920 16770156   950206
  1008714  7410019]","[887102, 5569230, 1043787, 963835, 911401]"
225,311,[823862 882826 950998],"[1106523, 866211, 878996, 944137, 1029743]"
226,312,[  901776   936830   965766  1110743  9859111 10121739],"[866211, 961620, 844179, 940947, 1037337]"
227,314,"[ 820486  833940  871722  878996  919126  924864  951590  967514  982955
  995965 1053754 1082185 1101477 1130858]","[1106523, 872137, 893018, 865528, 1029743]"
228,316,"[  824931   825365   866755   871756   878996   896862   919534   979707
  1047349  1103629  1118033  1131344  5568378  5585510  5592931 12301100
 13909964   934172   954545  6463742  9672070  1122358   827919   836445
   845307   854405   930344   998556  1042438  5568197  5591170  9827950]","[1044078, 5568378, 1122358, 859154, 1025611]"
229,317,"[  849870   854943   868548   902811   951590  1029743  1082185  5585510
  6514011 13876345   843116   883068   885863   909002   968732   983584
   995896   997272  1014948  1016276  1046756  1070723  1073902  1076056
  1094223  1101173  1102003  1122928  1131321  6034857  6514160  9268695
 10344714 12301839 12810393   829138   898068   913210   948953  1018151
  1043787  1101010  1120361  1132968  6979803  8090521 12171656 15737492]","[872137, 1029743, 1043787, 983584, 5585510]"
230,318,[5568729],"[5569230, 1106523, 1021324, 1082627, 12301100]"
231,321,[ 944836  964520 5568729 9677690  979707  990897 1049695],"[1081177, 878996, 993638, 854852, 1023720]"
232,322,[ 901062  979707 1044078],"[1040807, 5569471, 1070820, 8090556, 854852]"
233,323,"[1068719  826666  865511  910964  912817  921836 1039627 1096261 1122358
 1126895]","[1106523, 1029743, 944139, 907631, 1126899]"
234,324,"[  901062   922127   979707  1022254  1060705  1127328  1131374 12384779
 12985761   993698  1060831  1082185  5566697  6423911  6533394  9677466
 10456354 12696089 13007846 15972074   824305   993466   999625  1026258
  1051516  1076580  1098844  9521679]","[1070820, 901062, 1127831, 878996, 995478]"
235,325,"[  923654   965679   979707  1048300  1080853  1082185  1133191  6034857
  7144132  9245106 13115666   827667   885863   896085   901460  1012941
  1023815  1079878  1081177  1089025  1091410  1128182  1136524  5569230
  5569471  5569845  9420181  9677949 12810464 15926775]","[5569230, 5569471, 1029743, 976199, 8090532]"
